t
The Princess Diaries 2: Royal Engagement
The Invisible Woman
Chalet Girl
What If
About Adam
The Wedding Date
The Double Hour
Moscow Belgium
For Keeps
Son in Law
Were The World Mine
Kandukondain Kandukondain
Shopgirl
Sommersby
The Horseman on the Roof
Sleepless Night
A Beautiful Mind
An Ideal Husband
Hawaii
Bandits
Little Black Book
Biloxi Blues
Boxing Helena
(500) Days of Summer
Run Fatboy Run
Star!
Girl with a Pearl Earring
Frank & Lola
Casual Sex?
Ghosts Can't Do It
Boys Life 2
Only the Lonely
Click
What to Expect When You're Expecting
Earth Girls Are Easy
Once Bitten
Love Potion No. 9
Meet Monica Velour
An Education
Jefferson in Paris
Ruby in Paradise
Ghost
Drumline
Home for the Holidays
Love at First Bite
Sex Drive
The Mask
Love Me Tender
Norwegian Wood
You've Got Mail
Six Days Seven Nights
Living Out Loud
Exit to Eden
Four Weddings and a Funeral
I'm No Angel
Romance & Cigarettes
Laurence Anyways
Witness
Nadine
Country Strong
Paradise
Meet Bill
The Mostly Unfabulous Social Life of Ethan Green
Arthur 2: On the Rocks
Collateral Beauty
Rust and Bone
Maggie's Plan
Thank You
Anna Karenina
At Play in the Fields of the Lord
The Last of the Mohicans
Must Love Dogs
Safe Haven
Happy Family
Midnight in Paris
The Mexican
Bull Durham
From the Land of the Moon
Chasing Liberty
The Song
Sweet Hearts Dance
My Big Fat Greek Wedding 2
The Karate Kid Part II
Heart and Souls
Riding in Cars with Boys
My Boyfriend's Back
The Horse Whisperer
St. Elmo's Fire
Elizabethtown
From Prada to Nada
High Strung
Alaipayuthey
The Theory of Everything
Monte Carlo
The Love Guru
Duplicity
Just My Luck
December Boys
Sweet Charity
Mad Dog and Glory
50 First Dates
Bunny and the Bull
Trippin'
The Wrestler
Before Midnight
A Prince (almost) Charming
Top Gun
A Knight's Tale
10 Things I Hate About You
The Swan Princess: Escape from Castle Mountain
The Handmaiden
Win a Date with Tad Hamilton!
Why Do Fools Fall In Love
Sideways
