t
The Private Life of Sherlock Holmes
Step Up 2: The Streets
Pollock
The Book of Life
Coming to America
Woo
Sense and Sensibility
Lone Wolf McQuade
Don Juan DeMarco
Real Genius
Love Is All You Need
Anjaana Anjaani
A Little Bit of Heaven
To Catch a Thief
Beauty and the Beast
The Grass Is Greener
The Order
Sweet Home Alabama
The Hunger
Tere Naam
Mr. Baseball
American Pie
Hysteria
Mrs. Soffel
The Rose
The Twilight Saga: New Moon
Knocked Up
Rough Cut
Guess Who's Coming to Dinner
Quo Vadis
We Are Your Friends
Never Been Kissed
Fever Pitch
The Blue Lagoon
The Virgin Suicides
Four Christmases
Scandal
Big Miracle
Inventing the Abbotts
Definitely Maybe
Prelude to a Kiss
Bodies Rest & Motion
Ashby
Love & Friendship
Notting Hill
Sidewalks of New York
Swing Time
Shall We Dance?
Before Sunset
Peter and Vandy
A Star Is Born
Two Lovers
Larry Crowne
Just Wright
Me Myself I
Raanjhanaa
FC Venus
Sylvia
Never on Sunday
Close My Eyes
Cinderella Man
Rabbit Without Ears 2
The Scarlet Letter
My Big Fat Greek Wedding
Step Up
Ladyhawke
When Harry Met Sally...
O Kadhal Kanmani
North Shore
A Goofy Movie
Mata Hari
Maleficent
The Tourist
Luv
To Rome with Love
Crazy Stupid Love.
Far from the Madding Crowd
Muriel's Wedding
Heropanti
The Broken Hearts Club: A Romantic Comedy
Top Hat
Starman
The Lunchbox
Pale Rider
Pitch Perfect
The Lake House
Breathless
A Case of You
Bad Education
Romeo and Juliet
Miss Potter
My Awkward Sexual Adventure
Fatal Attraction
White Palace
Away We Go
Mischief
Silver Streak
The Romantics
Xanadu
Crazy About Ya
The Holiday
How to Be Single
Crazy Love
Confessions of a Dangerous Mind
Facing Windows
An Officer and a Gentleman
Quest for Camelot
Shallow Hal
The American President
The Host
Casablanca
Sleep with Me
Lolita
Beginners
Sunrise: A Song of Two Humans
Falling in Love
Bel Ami
The Fault in Our Stars
The Bride Wore Black
Swept Away
Every Which Way But Loose
Tiny Furniture
Dirty Dancing
Lone Star
Happythankyoumoreplease
Meet the Parents
The 40 Year Old Virgin
Walk the Line
Last Night
The Sessions
Carol
Look Who's Talking
Can't Hardly Wait
For Me and My Gal
Crazy/Beautiful
Happy New Year
The Face of Love
Like Water for Chocolate
Grand Hotel
Club Paradise
Warm Bodies
Every Day
Beauty and the Beast
Madame Bovary
Shoot the Moon
The Secret of Moonacre
The Vow
The Locusts
Zookeeper
Love & Other Drugs
Memoirs of a Geisha
Hannah Montana: The Movie
All Night Long
3 Strikes
The Women
The Princess Diaries
Some Like It Hot
Lolita
The Beauty Inside
Sweet November
Private Lessons
I Don't Know How She Does It
Russian Dolls
The Ugly Truth
Heartbeats
Song to Song
Jane Eyre
And So It Goes
Rent
Mannequin Two: On the Move
A Patch of Blue
Mambo Italiano
The Irony of Fate. The Sequel
The Year of Living Dangerously
The Crying Game
Lars and the Real Girl
Little Miss Marker
Love and the City 2
Some Girls
No Strings Attached
Bachelorette
Pride and Prejudice and Zombies
O
The Saint
Gun Shy
Up in the Air
Petersburg: Only for Love
One Day
Latter Days
Soapdish
Tyrannosaur
Made of Honor
Conversations with Other Women
Lovesong
The African Queen
The Tulse Luper Suitcases Part 1: The Moab Story
My Life in Ruins
Ain't Them Bodies Saints
The Ottoman Lieutenant
High Art
Whatever It Takes
First Knight
Hercules
Body of Evidence
Song for Marion
The Portrait of a Lady
Chennai Express
About Last Night
Bedazzled
Serendipity
Me You Them
Waiting to Exhale
The Slugger's Wife
Shining Through
A Guy Thing
How Do You Know
Kicking & Screaming
Barfi
Dil Se..
Grand Masti
The Wedding Banquet
Tuesday After Christmas
Fishtales
Kicking and Screaming
Tum Bin
Forever Fever
Groundhog Day
What's Eating Gilbert Grape
Friends & Lovers
Quiet City
Boy Culture
Sid & Nancy
2 Days in Paris
Runaway Bride
Last Tango in Paris
Pompeii
The One and Only
Undiscovered
My Fair Lady
Ayan
Herbie Fully Loaded
The Unbearable Lightness of Being
Live Flesh
The Artist
Freeheld
Show Boat
Brideshead Revisited
Gaby: A True Story
Deewane Huye Paagal
A Home at the End of the World
Jackie Brown
The Merry Widow
Cleopatra
OPA!
Sex and the City
Enthiran
Third Person
The Flintstones in Viva Rock Vegas
Alone With Her
Mao's Last Dancer
Paris Can Wait
Sex and Lucia
When a Man Loves a Woman
Working Girl
Charlie Countryman
The Cotton Club
Drinking Buddies
Thief of Hearts
Priest
Married to the Mob
Picture Perfect
Intolerable Cruelty
The One and Only
Queen Christina
Feast of Love
Alexander's Ragtime Band
A Farewell to Arms
Phenomenon
Possession
A Guy Named Joe
Twice Upon a Yesterday
Wedding Crashers
Body Shots
Full Frontal
Hustler White
Band of Outsiders
The Best Offer
Fido
Vinnaithaandi Varuvaayaa
Logan's Run
American Adobo
Moonlight Mile
Broken Flowers
About a Boy
The Accidental Husband
Mechenosets
Vampire in Brooklyn
Bend It Like Beckham
Higher Learning
The Lobster
The Spanish Apartment
Crossroads
Admission
The Silver Chalice
Kidnapping Caucasian Style
She's the Man
Love Story
Life As We Know It
Anomalisa
The Other Woman
Loose Cannons
She's All That
Gentleman's Agreement
Frida
Stanley & Iris
Match Point
A Royal Night Out
Bodyguard
Lost & Found
One Small Hitch
Aasai
What Women Want
American Pie 2
My Blueberry Nights
Daddy's Little Girls
Under the Boardwalk
It Doesn't Hurt Me
Hello Dolly!
The To Do List
Titanic
L'Âge d'Or
Something Wild
Cinderfella
Desert Hearts
Flyboys
Jodhaa Akbar
House Calls
Julie & Julia
Jaane Tu... Ya Jaane Na
Secretary
The Twilight Samurai
Edward II
Happy Accidents
Junior
The Night We Never Met
Interview with the Vampire
Bliss
The Electric Horseman
Benny & Joon
Tuck Everlasting
Dear Zindagi
The Twilight Saga: Eclipse
The Pirates of Penzance
Juno
Bounce
To the Wonder
Take Me Home Tonight
Aloha
Peggy Sue Got Married
May
Tiny Times
Blaze
Cocktail
The Next Three Days
Never Talk to Strangers
Wings of Desire
Legends of the Fall
National Lampoon’s European Vacation
Loverboy
Howards End
Their Finest
Always
Solaris
Josh
G
Big Time
Bound
She's Out of Control
Punch-Drunk Love
Kabhi Alvida Naa Kehna
The Art of Getting By
Guess Who
Blast from the Past
Love at First Fight
Jack Goes Boating
Millennium Actress
Mystery Date
Killers
My Old Classmate
This Means War
Operation Petticoat
Kadhal Kottai
Pay It Forward
Ceremony
The New World
Bitter Moon
A Price Above Rubies
What Dreams May Come
Virgin Territory
The Sweetest Thing
The Piano
The Preacher's Wife
Betty Blue
Barfly
Miranda
Zid
Cinema Paradiso
Chocolat
Mighty Aphrodite
Peace Love & Misunderstanding
Out of Sight
Bellflower
Music and Lyrics
The DUFF
The Princess of Montpensier
The Misfits
Fanaa
Two Moon Junction
Tadpole
The Ex
Bajirao Mastani
Something's Gotta Give
Magic in the Moonlight
The Mortal Instruments: City of Bones
Against the Ropes
Hipsters
Pro Lyuboff
Antwone Fisher
Nice Guy Johnny
Manhattan
Mona Lisa
Jack & Sarah
Prefontaine
Sleepless in Seattle
Ninotchka
The Big Town
Music Box
The Princess Bride
The Sand Pebbles
Random Hearts
First Love
The Goodbye Girl
Tom Jones
My Best Girl
The Age of Adaline
Jab We Met
4.3.2.1
Sky Of Love
Les Misérables
The Bodyguard
Mr. Destiny
Angel Eyes
The Back-Up Plan
Anna Karenina
Save the Last Dance
Chasers
Along Came Polly
