t
The Possession
Red Eye
Friday the 13th Part III
V/H/S
Black Sheep
Dr. Giggles
ABCs of Death 2
Friday the 13th Part VIII: Jason Takes Manhattan
Fright Night
31
The Skeleton Key
Silent House
Dark Angel
The Gift
The Fog
Wait Until Dark
Paperhouse
The Reaping
The Exorcism of Emily Rose
Supernova
Hellraiser: Bloodline
Cameron's Closet
Once Bitten
Brainscan
An American Werewolf in Paris
Jaws
Bordello of Blood
Love at First Bite
Club Dread
Arundhati
Bats
The Cabin in the Woods
Split
Tremors
The Lazarus Effect
Kingdom of the Spiders
Communion
Serial Mom
DeepStar Six
I Know What You Did Last Summer
Aliens
Cut and Run
Poltergeist II: The Other Side
Hellraiser III: Hell on Earth
Shrooms
Morgana
The Purge: Anarchy
Poison
Phoenix Forgotten
The Pyramid
Stir of Echoes
I Still Know What You Did Last Summer
Tales from the Darkside: The Movie
Ouija: Origin of Evil
Gothika
28 Days Later
House of 1000 Corpses
Haunted Honeymoon
From Dusk Till Dawn
Resident Evil: The Final Chapter
Macabre
Creepshow
The Monster Squad
Cure
Chernobyl Diaries
Repossessed
The Order
The Hunger
Little Shop of Horrors
The Visit
[REC]⁴ Apocalypse
High Spirits
The Signal
World War Z
Child's Play 3
From Within
The Legend of Boggy Creek
The Sacrament
Premature Burial
Bad Dreams
Dracula
Dead Ringers
Evil Dead
Mama
Long Time Dead
The Bay
Hello Mary Lou: Prom Night II
Halloween 5: The Revenge of Michael Myers
The Card Player
The Conjuring
The Haunting
Flatliners
Casshern
Shin Godzilla
Saw
Friday the 13th Part VI: Jason Lives
Case 39
Dracula: Prince of Darkness
Fatal Attraction
Stepfather II: Make Room For Daddy
Dead Snow
You're Next
The Day of the Beast
Repentance
Child's Play
[REC]²
The Lost Boys
Virus
The Evil Dead
Constantine
The Blob
Zombeavers
When the Bough Breaks
The Nightmare
The Breed
Vampires Suck
Shark Night
Paranormal Activity
Cabin Fever
[REC]
Night Game
Vulgar
The Hills Have Eyes
Shocker
Queen of Spades: The Dark Rite
Gremlins 2: The New Batch
Creature from the Black Lagoon
Deep Rising
Jaws 3-D
Dracula 2000
Phantoms
Warm Bodies
Incarnate
Friday the 13th: A New Beginning
Blade: Trinity
Eden Lake
Ghost Ship
Orca: The Killer Whale
Pulse
The Satanic Rites of Dracula
Paranormal Activity 3
Night Of The Living Dead 3D
Priest
Final Destination 2
Psycho III
Sleepwalkers
Troll Hunter
Hansel & Gretel: Witch Hunters
The Beast from 20000 Fathoms
Annabelle
Raising Cain
Dylan Dog: Dead of Night
Snakes on a Plane
House of the Dead
The Grudge 3
Resident Evil: Retribution
Stake Land
Pride and Prejudice and Zombies
Krampus
Sinister 2
Children of the Corn
Leprechaun 2
The Awakening
Daybreakers
The Serpent and the Rainbow
Graveyard Shift
Arachnophobia
Quarantine
Dracula Untold
10 to Midnight
Alien³
House on Haunted Hill
Idle Hands
From Beyond
Alone in the Dark
Aftershock
Let Me In
The Craft
The Blair Witch Project
Red Riding Hood
Honeymoon
Down
Mimic
The Unborn
Cell
From Hell
Alien
The Birds
Psycho II
Let the Right One In
My Name Is Bruce
Leatherface: Texas Chainsaw Massacre III
Phantasm II
Urban Legends: Final Cut
The Hand
The Guardian
Apartment 18
Pink Flamingos
The Fly
Nightwatch
Paranormal Activity: The Marked Ones
Final Destination 3
Omen III: The Final Conflict
Dressed to Kill
Cropsey
Videodrome
Halloween 4: The Return of Michael Myers
Jeepers Creepers
Species II
Child's Play 2
The Rocky Horror Picture Show
Resident Evil: Afterlife
Cat People
The Mist
Scream 3
Godzilla 1985
Man-Thing
Leviathan
No One Lives
Angel Heart
The Hitcher
Oculus
Witchboard 2: The Devil's Doorway
Friday the 13th
Don't Breathe
Fido
The Ring Two
Van Helsing
The Last Exorcism Part II
Rosemary's Baby
Vampire in Brooklyn
Dreamcatcher
Regression
Gremlins
Texas Chainsaw Massacre: The Next Generation
House of Wax
The Midnight Meat Train
I Spit on Your Grave
Resident Evil
The Amityville Horror
Dead Snow 2: Red vs. Dead
We Are What We Are
The Frighteners
Urban Legend
The Exorcist
Rigor Mortis
Hatchet II
Interview with the Vampire
Species
The Conjuring 2
Night of the Comet
Before I Wake
Ghosts of Mars
May
Zombieland
Below
My Soul to Take
Bride of Chucky
Evil Dead II
The Keep
Repo! The Genetic Opera
I Am Legend
Day Watch
Ringu
Boogeyman
Alien: Resurrection
Hood of Horror
Get Out
Doom
Unfriended
Halloween: Resurrection
The First Power
Legion
Lights Out
Pet Sematary
Pet Sematary II
The Little Vampire
Nurse 3-D
The Return of Swamp Thing
Dead & Buried
The Last House on the Left
Kill List
The Island of Dr. Moreau
Saw: The Final Chapter
Revelation
Joshua
Friday the 13th Part 2
Mutant Chronicles
Pontypool
Rings
The Thing
V/H/S/2
Exorcist: The Beginning
Deathwatch
Hannibal
Paranormal Activity 4
Freddy vs. Jason
Spawn
BloodRayne
Alone in the Dark
The Terror Within
