t
Muppet Treasure Island
A Mighty Wind
Were The World Mine
Cry-Baby
Star!
Koyaanisqatsi
Earth Girls Are Easy
Drumline
Legends of Oz: Dorothy's Return
Love Me Tender
Glass: A Portrait of Philip in Twelve Parts
Romance & Cigarettes
Born to Be Blue
The Song
High Strung
Glen Campbell: I'll Be Me
Supersonic
Sweet Charity
Haunted Honeymoon
I'm Not There.
Katyar Kaljat Ghusali
Swing Kids
Step Up 2: The Streets
Going My Way
Jimi: All Is by My Side
Anjaana Anjaani
Little Shop of Horrors
The Rose
CB4
We Are Your Friends
American Pop
I Saw the Light
Swing Time
A Star Is Born
Step Up
Top Hat
Pitch Perfect
Xanadu
High Anxiety
The Nutcracker
Peter Pan
Dirty Dancing
Walk the Line
Like Sunday Like Rain
For Me and My Gal
The Wiz
Hannah Montana: The Movie
The Prince of Egypt
Song to Song
A Band Called Death
Cabin in the Sky
Song for Marion
Connie and Carla
It's All Gone Pete Tong
Glee: The Concert Movie
Forever Fever
Naqoyqatsi
Billy Elliot
Sid & Nancy
My Fair Lady
Katy Perry: Part of Me
Show Boat
Blues Brothers 2000
Waiting for Happiness
The Cotton Club
The Rocky Horror Picture Show
Alexander's Ragtime Band
The Visitor
Crossroads
It Might Get Loud
Hello Dolly!
Evita
The Pirates of Penzance
Repo! The Genetic Opera
Get on Up
Big Time
Walk Hard: The Dewey Cox Story
54
Mr. Holland's Opus
Spice World
La Bamba
A Chorus Line
Take the Lead
Annie
Cats Don't Dance
The Producers
Rock-A-Doodle
Music and Lyrics
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?)
Jersey Boys
Amadeus
Rock Star
Team America: World Police
U2 3D
Powaqqatsi
Les Misérables
The Bodyguard
Velvet Goldmine
Save the Last Dance
We Are the Best!
