t
The Zookeeper's Wife
Hunger
Braveheart
In the Heart of the Sea
The Endurance: Shackleton's Legendary Antarctic Expedition
City of Life and Death
Ned Kelly
The Lost City of Z
Downfall
Four Days in September
Gangs of New York
Bodyguards and Assassins
The Molly Maguires
The Spacewalker
The Last of the Mohicans
The Legend of Bhagat Singh
Seabiscuit
The Better Angels
The Assault
All The Queen's Men
The Conspirator
Lions for Lambs
The Ten Commandments
Eddie the Eagle
The Alamo
Hamlet
The Birth of a Nation
Denial
Ben-Hur
The Good Shepherd
The Great Raid
Quo Vadis
In the Valley of Elah
Scandal
Red Scorpion
Free State of Jones
The Flowers of War
Welcome to Dongmakgol
A Field in England
The Grandmaster
Cinderella Man
The Scarlet Letter
Milk
Gray Lady Down
Anthropoid
Rurouni Kenshin
Hammer of the Gods
The Battle of Algiers
All the President's Men
The Messenger: The Story of Joan of Arc
Tombstone
Admiral
United 93
The Last Emperor
Princess Caraboo
A Bridge Too Far
Assembly
The Gorgeous Hussy
Elizabeth
Carlos
The Bounty
The Red Baron
A Passage to India
Heaven's Gate
A Man for All Seasons
The Elephant Man
The Guide
Anonymous
Memoirs of a Geisha
Battleship Potemkin
War of the Arrows
Sacco and Vanzetti
The Physician
Butch Cassidy and the Sundance Kid
Rosewood
Suffragette
Elvis & Nixon
Red Cliff Part II
"The Tulse Luper Suitcases, Part 1: The Moab Story"
The Assassination of Richard Nixon
High Road to China
Bhaag Milkha Bhaag
Ed Wood
The 33
The Bridge on the River Kwai
Renoir
The Fall of the Roman Empire
Pompeii
Winter in Wartime
"Good Night, and Good Luck."
Gods and Generals
Cleopatra
The Finest Hours
Ip Man
Aferim!
13 Hours: The Secret Soldiers of Benghazi
Queen Christina
We Were Soldiers
Testament of Youth
Snow Flower and the Secret Fan
Spartacus
1492: Conquest of Paradise
Ip Man 3
Bloody Sunday
Birdy
Zero Dark Thirty
The Miracle
The Iron Lady
Flyboys
The Longest Day
Gardens of Stone
Jodhaa Akbar
Labyrinth of Lies
Edward II
Evita
55 Days at Peking
Hyde Park on Hudson
Waterloo
Public Enemies
The Tiger: An Old Hunter's Tale
The New World
Smoke & Mirrors
The Clan
Windtalkers
The Visual Bible: The Gospel of John
The Princess of Montpensier
Bajirao Mastani
Gandhi
Katyn
Amadeus
Hillary's America: The Secret History of the Democratic Party
Tom Jones
