t
Minority Report
Lost in Space
Outbreak
Star Trek: Generations
2010
Congo
Dark Angel
X2
Snowpiercer
American Cyborg: Steel Warrior
Ghosts Can't Do It
Mad Max 2: The Road Warrior
Supernova
Hellraiser: Bloodline
Earth Girls Are Easy
Mighty Morphin Power Rangers: The Movie
Brainscan
Ghost in the Shell
Cherry 2000
Space Truckers
The Hunger Games: Mockingjay - Part 2
The Inhabited Island 2: Rebellion
Highway to Hell
Elysium
Mirror Mirror
Soldier
Primer
Kingdom of the Spiders
Outland
Communion
DeepStar Six
Bill & Ted's Excellent Adventure
Aliens
The Butterfly Effect
The Astronaut Farmer
Universal Soldier: Regeneration
A Sound of Thunder
Contact
Spaced Invaders
Heart and Souls
Poison
Phoenix Forgotten
Timecop
Predators
Chappie
Metropolis
The Manhattan Project
28 Days Later
Darkman
Resident Evil: The Final Chapter
The Monster Squad
Fantastic Four
Barbarella
Timecrimes
Iron Sky
The Day After Tomorrow
Star Wars: Episode III - Revenge of the Sith
FernGully: The Last Rainforest
Honey I Blew Up the Kid
And You Thought Your Parents Were Weird!
The Signal
World War Z
Back to the Future Part II
Escape from L.A.
Mad Max: Fury Road
Battle for Terra
Howard the Duck
The Bay
Time Bandits
Demolition Man
Cowboys & Aliens
Pokémon 4Ever: Celebi - Voice of the Forest
Batteries not Included
The Happening
Tron
Flatliners
Starman
Casshern
Shin Godzilla
Looper
Max Steel
Mystery Men
Sleep Dealer
District B13
Jimmy Neutron: Boy Genius
Exterminators of the Year 3000
Mr. North
Ex Machina
The Host
The Avengers
Virus
Highlander: The Final Dimension
Upstream Color
The Blob
Transformers
Source Code
Jumper
The Fifth Element
Faraway So Close!
The World's End
Atlas Shrugged Part III: Who is John Galt?
Escape from New York
Power Rangers
Clockstoppers
Gravity
Philadelphia Experiment II
Atlas Shrugged Part I
John Carter
Battle for the Planet of the Apes
Creature from the Black Lagoon
Deep Rising
Phantoms
Idiocracy
Blade: Trinity
Transformers: Revenge of the Fallen
The Secret of Moonacre
American Warships
Frequency
Tomorrowland
10 Cloverfield Lane
D.A.R.Y.L.
Superman Returns
Priest
Moon
Class of 1999
Under Electric Clouds
Mannequin Two: On the Move
Predator 2
The Beast from 20000 Fathoms
Dylan Dog: Dead of Night
Battle: Los Angeles
Resident Evil: Retribution
Stake Land
Signs
The Saint
After Earth
Renaissance
Pixels
THX 1138
Planet Hulk
Daybreakers
Fire and Ice
Highlander II: The Quickening
Quarantine
Coherence
X-Men Origins: Wolverine
Alien³
District 9
Death Race
Transformers: The Last Knight
Pokémon: The Movie 2000
L: Change the World
From Beyond
Skyline
The Zero Theorem
Easy on the Eyes
Doctor Who
War for the Planet of the Apes
RoboCop
Cocoon
Fantastic Four
Back to the Future Part III
Jurassic Park
The Terminator
Fishtales
Ultimate Avengers 2
Cell
Logan
Alien
Terminator 3: Rise of the Machines
CJ7
Star Wars: Episode II - Attack of the Clones
Phantasm II
TRON: Legacy
Captain America: The Winter Soldier
The Martian
X-Men: The Last Stand
Space Pirate Captain Harlock
The Fly
Project Almanac
Enthiran
The Flintstones in Viva Rock Vegas
Virtuosity
The Wolverine
Videodrome
Superman II
Dark City
Species II
The Invasion
Star Trek V: The Final Frontier
Guardians of the Galaxy
The Rocky Horror Picture Show
Phenomenon
Resident Evil: Afterlife
The Mist
Godzilla 1985
Man-Thing
Leviathan
Logan's Run
Guardians of the Galaxy Vol. 2
Conquest of the Planet of the Apes
Mechenosets
The Pagemaster
Dreamcatcher
Chain Reaction
The Lobster
Star Trek IV: The Voyage Home
Masters of the Universe
Appleseed
Total Recall
Lockout
A Scanner Darkly
20000 Leagues Under the Sea
Resident Evil
Judge Dredd
The Adventures of Pluto Nash
Tales from Earthsea
A Troll in Central Park
Steel
The Circle
Evangelion: 2.0 You Can (Not) Advance
A Clockwork Orange
The Congress
Transformers: Dark of the Moon
Man of Steel
Jack
About Time
Innerspace
The End of Evangelion
Happy Accidents
Red Dawn
Species
S. Darko
Deep Blue Sea
Tuck Everlasting
Night of the Comet
Race to Witch Mountain
Alien Nation
Midnight Special
The Arrival
Ghosts of Mars
Speed Racer
Hooked on the Game 2. The Next Level
Solaris
Repo! The Genetic Opera
Star Trek III: The Search for Spock
I Am Legend
9
Alien: Resurrection
The One
The Last Starfighter
Valerian and the City of a Thousand Planets
Cloud Atlas
Red Planet
Starship Troopers
Stargate: The Ark of Truth
The Invincible Iron Man
Battle Beyond the Stars
The Return of Swamp Thing
Max Keeble's Big Move
The Thirteenth Floor
A.P.E.X.
Meet the Applegates
The Preacher's Wife
Paul
Atlantis: The Lost Empire
The Island of Dr. Moreau
Miranda
The Fourth Kind
Avengers: Age of Ultron
Flight of the Navigator
Revelation
The Book of Eli
We're Back! A Dinosaur's Story
Mutant Chronicles
Robots
Enemy Mine
Halo Legends
Pontypool
Beneath the Planet of the Apes
The X Files: I Want to Believe
The Thing
Titan A.E.
The Stepford Wives
Prometheus
Spawn
Mr. Destiny
My Science Project
Aliens in the Attic
The Terror Within
