t
Kahaani
Marine Boy
The Possession
Minority Report
Red Eye
Transporter 2
Friday the 13th Part III
V/H/S
InSight
Dr. Giggles
The Spanish Prisoner
Changing Lanes
Caché
Rush Hour 3
Safe
Outbreak
Final: The Rapture
The Double Hour
Star Trek: Generations
Casino Royale
Fallen
Friday the 13th Part VIII: Jason Takes Manhattan
The Fast and the Furious: Tokyo Drift
The Jacket
Sharky's Machine
31
Dark Blue
The Skeleton Key
2010
Congo
Rumble in the Bronx
Sommersby
Mulholland Drive
Sleepless Night
Dark Angel
In the Heart of the Sea
Rush Hour 2
Loose Cannons
Romeo Must Die
The Gift
The Fog
The Good Doctor
Frozen
X2
Wait Until Dark
Dark Tide
The Boy Next Door
Vigilante
Get Carter
The Reaping
The Exorcism of Emily Rose
Mad Max 2: The Road Warrior
House of Games
Harper
The Fast and the Furious
Supernova
First Blood
Licence to Kill
Pride and Glory
Hellraiser: Bloodline
Revenge of the Ninja
The Sentinel
Captive
One False Move
Jaws
The Iceman
Basic Instinct
Drive Angry
Ghost
Swordfish
Undertow
Marked for Death
Arundhati
Collateral
Bats
The Cabin in the Woods
End of Watch
Space Truckers
Split
Exit to Eden
The Lookout
Four Days in September
Guilty as Sin
Chloe
Elysium
Death Note
Witness
Defence of the Realm
The Revenant
Payback
Colombiana
Now You See Me
Kiss the Girls
Jack Ryan: Shadow Recruit
Diamonds Are Forever
The Insider
Primer
The Lazarus Effect
Behind Enemy Lines
After Hours
Miller's Crossing
Blood Diamond
Red Rock West
Setup
Communion
Serial Mom
DeepStar Six
I Know What You Did Last Summer
U Turn
Aliens
The General's Daughter
Cut and Run
Poltergeist II: The Other Side
The Raven
The Last Wave
The Prestige
The Butterfly Effect
Remember
The Mean Season
Universal Soldier: Regeneration
Air Force One
A Sound of Thunder
Exposed
Hellraiser III: Hell on Earth
Desperado
Suspect
Sleeping with the Enemy
The Marine
The Purge: Anarchy
Deadfall
Stolen
Most Wanted
Passenger 57
Good Kill
U.S. Marshals
Pi
Timecop
Stir of Echoes
Anniyan
A Lonely Place to Die
Predators
The Rock
I Still Know What You Did Last Summer
Tales from the Darkside: The Movie
Ouija: Origin of Evil
Phone Booth
Gothika
Scarface
Unforgettable
The Manhattan Project
28 Days Later
Edge of Darkness
From Dusk Till Dawn
Macabre
Snitch
The Perfect Guy
The Gauntlet
The Taking of Tiger Mountain
The Handmaiden
The Machinist
Double Jeopardy
Fan
The Private Life of Sherlock Holmes
Double Impact
Animal Kingdom
Syriana
Lone Wolf McQuade
Cure
Timecrimes
V for Vendetta
Chernobyl Diaries
Shadow Dancer
Red Dawn
To Catch a Thief
The Day After Tomorrow
The Order
Kill the Messenger
The Hunger
Tere Naam
The Visit
The Good Shepherd
Rear Window
The Expendables 3
Fair Game
[REC]⁴ Apocalypse
Money for Nothing
Run All Night
The Double Life of Veronique
Sympathy for Mr. Vengeance
Snowden
Sin City
Blind Fury
48 Hrs.
The Signal
Rambo
Crime Story
In the Valley of Elah
The Lives of Others
World War Z
Point Break
Free State of Jones
13
Nocturnal Animals
Vanishing Point
Extreme Ops
Child's Play 3
From Within
The A-Team
The Gift
Red Lights
A Field in England
Inferno
Rush Hour
Escape from L.A.
A History of Violence
The Sacrament
The Fourth War
Mad Max: Fury Road
Hollywoodland
Bad Dreams
The Godfather: Part III
Gold
The Lazarus Project
Dead Ringers
Illegal Tender
Breakdown
White Nights
Dream House
Coriolanus
Ghost Rider: Spirit of Vengeance
The Grey
Revenge of the Pink Panther
Long Time Dead
Dead Bang
Brokedown Palace
Don't Say a Word
Gray Lady Down
The Cold Light of Day
Tank
The Dark Knight Rises
The Bay
Absolute Power
Anthropoid
Go
Halloween 5: The Revenge of Michael Myers
8MM
Cowboys & Aliens
John Wick: Chapter 2
Papanasam
Mata Hari
Locke
Tidal Wave
The Tourist
Rambo: First Blood Part II
A Bigger Splash
The Card Player
Bad Boys
The Monk
The Happening
The Expendables
The Conjuring
All the President's Men
The Haunting
To Steal from a Thief
Flatliners
To Die For
The Bone Collector
Zyzzyx Road
Friday the 13th Part VI: Jason Lives
Texas Killing Fields
Arrambam
Case 39
Looper
Breathless
Crimson Tide
Bad Education
The Pacifier
National Treasure
Fatal Attraction
Stepfather II: Make Room For Daddy
United 93
Jack Reacher
Mad City
Meeting Evil
Sleep Dealer
Heathers
The Living Daylights
Bitch Slap
Ocean's Thirteen
District B13
Silver Streak
Flawless
You're Next
Lethal Weapon
Repentance
GoldenEye
Confessions of a Dangerous Mind
Hummingbird
Child's Play
[REC]²
Seeking Justice
The Spy Who Loved Me
The Host
Along Came a Spider
Out of the Furnace
The Getaway
Hallam Foe
Source Code
Niagara
Dorian Gray
Before the Devil Knows You're Dead
The Manchurian Candidate
Precious Cargo
The Fifth Element
The Bride Wore Black
The Breed
Green Zone
The Counselor
U-571
Jaws: The Revenge
Snatch
Carlos
Our Kind of Traitor
Extremities
The Last Circus
"War, Inc."
Shark Night
Death Sentence
Runaway Jury
Clockstoppers
Gravity
The Transporter
Made
Keys to Tulsa
Night Game
Killing Zoe
Take Shelter
In the House
Atlas Shrugged Part I
Ca$h
Vulgar
Shocker
Queen of Spades: The Dark Rite
Topaz
Sudden Impact
Vantage Point
Jaws 3-D
Dracula 2000
Phantoms
RockNRolla
Kiss of the Dragon
The Cat's Meow
Gone Girl
Identity
Incarnate
Friday the 13th: A New Beginning
San Andreas
Blade: Trinity
Eden Lake
The Spy
Ghost Ship
Lone Survivor
Anonymous
Pulse
Turbulence
2:22
Lost in the Sun
American Warships
Cell 211
The Canyons
The Trouble with Harry
War of the Arrows
Stolen
Visaranai
The Disappearance of Alice Creed
Dante's Peak
All the King's Men
Sleepers
Frequency
Sympathy for Lady Vengeance
The Fan
The Nice Guys
Miss Sloane
The Call
10 Cloverfield Lane
In the Line of Fire
Shaft
Priest
Moscow Heat
Class of 1999
Psycho III
Sleepwalkers
The Death and Life of Bobby Z
Scarface
The Last Supper
Hard Candy
Night Watch
Predator 2
The Crying Game
Raising Cain
Dylan Dog: Dead of Night
Snakes on a Plane
House of the Dead
Shadow Conspiracy
The Grudge 3
Stake Land
Signs
Act of Valor
Pride and Prejudice and Zombies
O
The Saint
Gun Shy
Zodiac
Children of the Corn
High Crimes
Hard to Kill
The Awakening
Daybreakers
The Reluctant Fundamentalist
The Haunted Mansion
A Perfect World
The Frozen Ground
The Serpent and the Rainbow
The Boondock Saints
Chill Factor
Ghajini
Breakout
Red Cliff Part II
"The Tulse Luper Suitcases, Part 1: The Moab Story"
Argo
Quarantine
Coherence
X-Men Origins: Wolverine
Traces of Red
12 Rounds
10 to Midnight
The Life of David Gale
House on Haunted Hill
The Assassination of Richard Nixon
Death Race
The French Connection
Uninvited Guest
Transformers: The Last Knight
Body of Evidence
Idle Hands
L: Change the World
Tomorrow Never Dies
Drive
First Strike
Sorcerer
Alone in the Dark
North by Northwest
The Third Man
Aftershock
The Craft
The Dark Knight
The Jackal
Fargo
Raman Raghav 2.0
La Femme Nikita
Shining Through
Disturbia
Cohen and Tate
Red Riding Hood
Stay
The Recruit
Sin Nombre
The Mechanic
Murder on the Orient Express
Out for Justice
Killer Joe
Black Snow
Down
Mimic
The Terminator
Mute Witness
The Bourne Legacy
The Unborn
The Last Godfather
Cell
From Hell
Naqoyqatsi
Sabotage
Personal Shopper
First Snow
Alien
Nighthawks
Captain Phillips
Dark Places
Psycho II
The Girl Who Played with Fire
Miami Vice
Terminator 3: Rise of the Machines
Traffic
Leatherface: Texas Chainsaw Massacre III
Lionheart
Murder by Numbers
Veteran
Suture
Phantasm II
Righteous Kill
Assault on Precinct 13
Quantum of Solace
Uncommon Valor
Kickboxer
Initial D
The Hand
Unknown
The Mummy
The Guardian
Airport
Missing
X-Men: The Last Stand
In the Cut
Live Flesh
Apartment 18
Get Smart
A Kiss Before Dying
The Double
A View to a Kill
Nightwatch
Right at Your Door
Project Almanac
Paranormal Activity: The Marked Ones
For Your Eyes Only
Missing in Action
Virtuosity
Alone With Her
The Whole Ten Yards
Omen III: The Final Conflict
Dressed to Kill
Five Graves to Cairo
Search and Destroy
Runaway Train
Charlie Countryman
Safe House
Big Game
Thief of Hearts
The Finest Hours
Halloween 4: The Return of Michael Myers
Switchback
Aadukalam
Batman: Assault on Arkham
Last Man Standing
13 Hours: The Secret Soldiers of Benghazi
Jeepers Creepers
The Invasion
Cargo 200
Star Trek V: The Final Frontier
Man on a Ledge
Crank: High Voltage
Grandmaster
The Warriors
Cat People
The Mist
The Fifth Estate
The Bourne Supremacy
Kung Fu Jungle
Amores perros
Godzilla 1985
Leviathan
No One Lives
Company Business
Angel Heart
The Hitcher
The Mirror Crack'd
Exit Wounds
Deadfall
Don't Breathe
The Ring Two
The World Is Not Enough
Killing Them Softly
Eraser
Downtown
Olympus Has Fallen
Speed 2: Cruise Control
Hitman
The Warrior's Way
Gangster Squad
Catch a Fire
Sicario
The Last Exorcism Part II
The Final Cut
Mechenosets
Dreamcatcher
Regression
Texas Chainsaw Massacre: The Next Generation
The Loft
Chain Reaction
The Lobster
Masters of the Universe
21 Grams
The Last Castle
Mystic River
The Limey
Zero Effect
Money Monster
The Deceivers
The Train
Sweetwater
Cirque du Freak: The Vampire's Assistant
Lockout
A Scanner Darkly
Fast & Furious
Out of Bounds
The Midnight Meat Train
Dhoom 3
I Spit on Your Grave
Zero Dark Thirty
Match Point
Machete
A Royal Night Out
The Amityville Horror
The Mighty Quinn
Broken City
London Has Fallen
Bombay Velvet
The Circle
Terribly Happy
The Three Musketeers
Alex Cross
We Are What We Are
You Only Live Twice
Elevator to the Gallows
Urban Legend
The Exorcist
Earthquake
The Minus Man
Knockaround Guys
Into the Storm
Hatchet II
Thunderball
Ransom
Kaiji 2: The Ultimate Gambler
The Town
Run
Red Dawn
Knock Knock
S. Darko
Deep Blue Sea
Blood Work
Lucky Number Slevin
Race to Witch Mountain
Alien Nation
15 Minutes
Before I Wake
The Constant Gardener
The Arrival
Collateral Damage
May
The Next Three Days
Never Talk to Strangers
Below
Donnie Brasco
My Soul to Take
Harsh Times
Blow Out
The Equalizer
The Kingdom
Domestic Disturbance
The Eiger Sanction
Collide
D.O.A.
Basic
Patriots Day
Star Trek III: The Search for Spock
I Am Legend
Magnum Force
The Glass House
The Gun in Betty Lou's Handbag
Bound
9
Off Limits
Ringu
Straw Dogs
Rope
Boogeyman
Lost River
The November Man
Airport 1975
Enemy of the State
Under Suspicion
The Tiger: An Old Hunter's Tale
Unknown
The One
Black Swan
Get Out
Unfriended
Red Planet
Halloween: Resurrection
The First Power
Killers
Starship Troopers
Mission: Impossible - Ghost Protocol
The Impossible
The Morning After
Lights Out
Bitter Moon
Death Wish 5: The Face of Death
Thief
Subway
The Raid 2
Takers
Falling Down
Nurse 3-D
Smoke & Mirrors
The Amateur
Vishwaroopam
The Thirteenth Floor
Spooks: The Greater Good
The Last House on the Left
Kill List
Extraction
Sukiyaki Western Django
Out of Time
Rambo III
The Wall
Oldboy
The Clan
Compliance
Zid
The Fourth Kind
Child 44
The Siege
Hackers
Cellular
Sudden Death
"Blood, Guts, Bullets and Octane"
John Q
The Book of Eli
Gwendoline
The Bag Man
Joshua
Fracture
Diary of a Hitman
El Mariachi
Showdown in Little Tokyo
Fanaa
Nothing But the Truth
Pain & Gain
Friday the 13th Part 2
Mr. Brooks
Another 48 Hrs.
The Matador
'71
Bad Boys
Following
Madras Cafe
The Cable Guy
National Treasure: Book of Secrets
10th & Wolf
Extreme Measures
White House Down
Bridge of Spies
The X Files: I Want to Believe
Joy Ride
The Thing
The Score
Patriot Games
Backdraft
V/H/S/2
A Mighty Heart
Cobra
The Chase
Exorcist: The Beginning
Deathwatch
Hannibal
The Clearing
Raw Deal
The Salesman
Die Another Day
Music Box
Trust
Trapped
Eye in the Sky
The Way of the Gun
Brooklyn's Finest
4.3.2.1
Spawn
Gosford Park
The Bodyguard
Dragon Tiger Gate
Alone in the Dark
Angel Eyes
S.W.A.T.
Freedomland
Paparazzi
The Long Kiss Goodnight
Abduction
